iter	F1	Logloss
884	0.823826395	0.3970749359
885	0.8239305642	0.397022145
886	0.8238575983	0.3969657822
887	0.8238211202	0.3969272291
888	0.8238211202	0.3968364823
889	0.8238211202	0.3967473738
890	0.8239617462	0.3966763835
891	0.8240138133	0.3966284303
892	0.8239252667	0.3965800486
893	0.8239773331	0.39652865
894	0.8241023598	0.3964691993
895	0.8241388471	0.3964151684
896	0.8241909063	0.3963576737
897	0.8241753376	0.3963064408
898	0.8241544183	0.3962487038
899	0.8240867833	0.3962038725
900	0.8241023598	0.3961646027
901	0.8241023598	0.3960993645
902	0.8241544183	0.3960370819
903	0.8242794528	0.3959753418
904	0.8243524463	0.3959189584
905	0.8244044984	0.395850072
906	0.824514015	0.3957922328
907	0.8245660645	0.3957228348
908	0.8246911394	0.3956476967
909	0.8247276592	0.395594753
910	0.8248837724	0.3955330682
911	0.8249878249	0.3954876157
912	0.8249723268	0.3954331142
913	0.8251283868	0.395368637
914	0.8250608811	0.3953025204
915	0.8250974141	0.3952402507
916	0.8251915497	0.3951794171
917	0.8252070325	0.3951111287
918	0.8253265442	0.395054343
919	0.8252014522	0.3950053298
920	0.8252590559	0.3949537131
921	0.8254150985	0.3948840546
922	0.8253321523	0.3948198116
923	0.8255613126	0.3947704314
924	0.8257538857	0.3946828458
925	0.8257384527	0.3946140134
926	0.8258115948	0.3945616232
927	0.8258270227	0.3944975662
928	0.8257750221	0.3944526576
929	0.8257384527	0.3943930674
930	0.8256864482	0.3943505402
931	0.8256344391	0.3943212376
932	0.8256864482	0.3942533522
933	0.8259887506	0.3941866875
934	0.8259213324	0.3941315409
935	0.8260773285	0.3940676458
936	0.8258327427	0.3940048951
937	0.826009922	0.3939417812
938	0.8259579181	0.393882791
939	0.8260831045	0.393815851
940	0.8261197005	0.3937553889
941	0.8261871013	0.3937007196
942	0.8262602995	0.3936387635
943	0.8263276786	0.3936134741
944	0.8263796616	0.3935509222
945	0.8262544843	0.3935167384
946	0.8264104154	0.3934733082
947	0.8265143464	0.3934148373
948	0.8265143464	0.3933461303
949	0.8265875476	0.3933117488
950	0.826624153	0.3932583846
951	0.8267280698	0.3932064337
952	0.8267493357	0.393182682
953	0.8267127231	0.3931113198
954	0.8267127231	0.3930711777
955	0.8268685795	0.3930150779
956	0.82679536	0.3929763636
957	0.8269051942	0.3929317699
958	0.8269571378	0.3928482933
959	0.8270090768	0.3927898396
960	0.8269937564	0.3927340834
961	0.8269937564	0.3926730816
962	0.8271708808	0.3926180382
963	0.8272381121	0.392559627
964	0.8273572377	0.3924748204
965	0.8275037634	0.3924041698
966	0.8275404029	0.3923573232
967	0.8276075792	0.3923029668
968	0.8274884874	0.3922345519
969	0.8276961218	0.3921758999
970	0.8277694147	0.3921313049
971	0.8277480189	0.3920833257
972	0.827806066	0.39200857
973	0.8277541622	0.3919621381
974	0.8277541622	0.3919322418
975	0.8277389071	0.3918675897
976	0.8279007972	0.3918154448
977	0.8278641336	0.3917718621
978	0.8278793783	0.3917407429
979	0.8277022539	0.3917071545
980	0.827806066	0.3916410885
981	0.8277327666	0.3915904154
982	0.8278579651	0.3915380536
983	0.8279465155	0.3915024687
984	0.8279831747	0.3914522675
985	0.8280198371	0.3913934023
986	0.8281298437	0.3913374419
987	0.8280198371	0.3912849218
988	0.8279403302	0.3912527581
989	0.8280959547	0.391213617
990	0.8280655157	0.3911608996
991	0.828279251	0.3910995944
992	0.8282640457	0.3910462825
993	0.8284259464	0.3909826316
994	0.8285296852	0.3909100584
995	0.8284626284	0.3908553056
996	0.8283677896	0.3908046992
997	0.8284259464	0.3907377539
998	0.828560046	0.3906576071
999	0.8286182317	0.3905979683
